Frame,x,y
1,0.145,1.0
2,0.15,0.998
3,0.155,0.996
4,0.158,0.996
5,0.156,0.998
6,0.15,0.996
7,0.142,0.983
8,0.132,0.959
9,0.122,0.928
10,0.114,0.897
11,0.106,0.868
12,0.096,0.838
13,0.082,0.808
14,0.067,0.775
15,0.054,0.739
16,0.049,0.7
17,0.05,0.658
18,0.053,0.615
19,0.055,0.57
20,0.055,0.525
21,0.052,0.477
22,0.046,0.429
23,0.041,0.383
24,0.039,0.343
25,0.043,0.309
26,0.049,0.277
27,0.057,0.244
28,0.065,0.209
29,0.076,0.176
30,0.089,0.147
31,0.103,0.124
32,0.117,0.105
33,0.126,0.089
34,0.135,0.074
35,0.146,0.06
36,0.163,0.046
37,0.187,0.033
38,0.219,0.02
39,0.256,0.01
40,0.283,0.003
41,0.287,0.0
42,0.274,0.0
43,0.275,0.0
44,0.324,0.002
45,0.416,0.007
46,0.516,0.013
47,0.593,0.02
48,0.643,0.026
49,0.681,0.033
50,0.718,0.042
51,0.755,0.052
52,0.792,0.066
53,0.826,0.084
54,0.859,0.103
55,0.89,0.123
56,0.92,0.141
57,0.947,0.16
58,0.97,0.18
59,0.988,0.201
60,0.998,0.223
61,1.0,0.245
62,0.996,0.267
63,0.989,0.288
64,0.982,0.309
65,0.974,0.329
66,0.962,0.349
67,0.945,0.368
68,0.925,0.387
69,0.906,0.405
70,0.891,0.422
71,0.873,0.438
72,0.846,0.453
73,0.807,0.468
74,0.762,0.481
75,0.717,0.492
76,0.674,0.502
77,0.633,0.51
78,0.592,0.517
79,0.55,0.524
80,0.508,0.531
81,0.466,0.538
82,0.424,0.545
83,0.383,0.551
84,0.344,0.556
85,0.306,0.558
86,0.271,0.559
87,0.238,0.558
88,0.206,0.556
89,0.174,0.555
90,0.143,0.556
91,0.116,0.558
92,0.096,0.56
93,0.082,0.562
94,0.07,0.563
95,0.057,0.563
96,0.043,0.561
97,0.028,0.559
98,0.016,0.557
99,0.006,0.556
100,0.0,0.555
